anon_id,gender,birth_year,native_language,language_used_at_home,language_used_at_home_now,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,createddate,modifieddate,course_history
ci2,Male,1976,Chinese,Chinese;Taiwanese;English,Chinese;Taiwanese,Taiwanese,more than 5 years,0,Studied by myself;I lived in a country where they spoke Taiwanese,Japanese,less than 1 year,1,Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation,,,0,other,2007-09-17 11:07:40,2008-01-29 14:12:56,274;285;296;318;353;354;355;356;357
ap4,Female,1977,Korean,Korean,Korean;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud,,,0,other,,,0,other,2007-09-17 11:07:42,2008-01-29 14:10:58,274;285;296;318;353;354;355;356;357
er3,Female,1983,Chinese,Chinese;Taiwanese,Chinese;Taiwanese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),Japanese,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2007-09-17 11:07:43,2007-10-18 11:07:56,274;285;296;318
ff4,Male,1979,French,French;More,French;English;More,English,3-5 years,0,Studied by myself;I learned from my friend who is a native speaker,French,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,none,0,other,2007-09-17 11:08:01,2008-01-29 15:04:54,274;285;296;318;348;349;350;351;352
dt6,Female,1982,Taiwanese,Taiwanese;Chinese,Taiwanese;Chinese,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,more than 5 years,0,Studied by myself;I lived in a country where they spoke Chinese,,,0,other,2007-09-17 11:08:10,2007-11-05 11:02:36,274;285;296;318
es4,Female,1985,Chinese,Chinese;Taiwanese,English;Taiwanese,Chinese,more than 5 years,0,I learned from my friend who is a native speaker;I lived in a country where they spoke Chinese,English,3-5 years,0,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,,,0,other,2007-09-17 11:08:15,2007-10-18 11:07:19,274;285;296;318;353;354;355;356;357
gn5,Female,1979,Chinese,Chinese,Chinese;English,English,more than 5 years,0,Studied by myself,,,0,other,,,0,other,2007-09-18 09:07:33,2008-01-29 14:11:13,273;284;295;355;356;357
gs3,Female,1980,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud,Russian,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Russian,,,0,other,2007-09-18 09:07:34,2007-10-19 09:09:17,295;321;380;394
ca6,Male,1984,Korean,Korean,Korean,English,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-18 09:07:35,2008-04-03 12:02:49,270;284;295;314;338;342
fu0,Male,1975,Japanese,Japanese,Japanese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation,German,1-2 years,1,Studied grammar;Studied vocabulary;Studied pronunciation,,,0,other,2007-09-18 09:07:36,2007-10-18 09:09:21,273;284;299;317;348;352
el9,Female,1984,Chinese,Chinese;Japanese;Taiwanese,Chinese;Japanese;Taiwanese,Taiwanese,more than 5 years,0,I lived in a country where they spoke Taiwanese,Chinese,more than 5 years,0,I lived in a country where they spoke Chinese,,,0,other,2007-09-18 10:04:18,2007-10-19 10:07:17,272;283;294;316
fc3,Female,1980,Chinese,Chinese,Chinese;English,English,3-5 years,1,Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2007-09-18 10:04:20,2007-10-19 10:06:55,294
ee7,Female,1974,Portuguese,Portuguese;Italian;Tupi;Guarani;Xapoto,Portuguese;English;Italian,English,less than 1 year,0,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,Spanish,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Spanish;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Italian,more than 5 years,0,I learned from my friend who is a native speaker,2007-09-18 10:04:30,2007-10-19 10:09:57,272;283;294;316
cp9,Female,1983,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Practiced reading aloud;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-18 10:04:56,2007-11-06 10:03:15,269;294;313
ar5,Female,1980,Chinese,Chinese,Chinese,,,,,,,,,,,,,2007-09-20 09:08:43,2007-09-20 09:10:00,273;284;295;317
fp5,Male,1977,Korean,Korean,Korean;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2007-09-20 09:08:46,2008-06-05 13:04:41,270;281;292;314;343;344;345;346;347;389;390;391;392;393
fm6,Male,1981,Chinese,Taiwanese,Taiwanese,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 09:08:48,2007-11-08 09:54:43,270;281;292;314
em0,Female,1975,Turkish,Turkish,Turkish;English,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Practiced reading aloud,,,0,other,,,0,other,2007-09-20 09:08:55,2008-01-31 15:07:13,273;281;292;317;339;340;341;348;352
er9,Female,1987,Turkish,Turkish,Turkish,English,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 09:08:56,2008-02-08 14:09:27,270;281;292;314;343;344;345;346;347
da8,Male,1981,Korean,Korean,Korean,English,none,1,Studied grammar;Worked in pairs/groups;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2007-09-20 09:08:56,2007-10-19 09:35:03,270;281;292;314
ev9,Male,1980,Chinese,Chinese,Chinese;English,English,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 09:08:57,2008-06-05 14:04:29,270;281;292;314;338;339;340;341;342;394;395;396;397;398
cn2,Female,1978,Turkish,Turkish,Turkish,English,1-2 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 09:09:04,2007-10-19 09:33:50,270;281;292;314
gu0,Male,1985,Korean,Korean,Korean;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher corrected my mistakes,Japanese,less than 1 year,0,Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation,German,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Practiced reading aloud;Teacher corrected my mistakes,2007-09-20 09:09:15,2008-01-31 15:06:36,273;284;292;317;340;341;348;349;352
gt7,Female,1973,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar,,,0,other,,,0,other,2007-09-20 09:10:55,2007-10-19 09:31:29,270;281;292;314
fy3,Male,1989,Chinese,Chinese;Taiwanese,English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 10:03:14,2008-04-03 12:03:35,269;280;291;313;338;342
dp9,Female,1986,Other,Slovak;English,Slovak,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,German,3-5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Teacher corrected my mistakes,,,0,other,2007-09-20 10:03:15,2008-02-08 14:09:32,272;283;291;316;345;346;353;354;357;453;454
ak5,Female,1979,Chinese,Chinese,Chinese;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 10:03:15,2007-10-12 10:06:32,269;280;291;313
dz8,Female,1975,Chinese,Chinese,Chinese;English,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 10:03:16,2007-10-12 10:08:54,291;313;328;329
fk9,Male,1970,Chinese,Chinese;English,Chinese;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 10:03:19,2007-10-12 10:07:16,283;291
bs8,Female,1987,Turkish,Turkish,Turkish,English,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Arabic,less than 1 year,0,Studied by myself;I learned from my friend who is a native speaker,,,0,other,2007-09-20 10:03:30,2008-01-31 15:07:12,272;280;291;316;339;340;341;348;352
fc1,Male,1962,Chinese,Chinese,Chinese;English,English,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-09-20 10:03:30,2007-10-12 10:07:46,269;280;291;313
ej2,Female,1976,Other,Russian;Latvian,Russian;Latvian,Russian,none,0,other,English,3-5 years,0,Studied by myself,Latgalian,none,0,other,2007-09-20 10:03:31,2008-01-31 15:07:03,291;328;329;332;340;341
bo0,Female,1978,Korean,Korean,Korean,English,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced reading aloud,Japanese,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced reading aloud,,,0,other,2007-09-20 10:03:48,2007-10-12 10:08:55,269;280;291;313
do4,Female,1973,Chinese,Chinese,Chinese;English,English,less than 1 year,1,Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2007-09-20 10:04:08,2007-10-12 10:09:06,291;333;334
fj7,Male,1981,Korean,Korean,Korean,English,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Wrote paragrphs/essays,German,less than 1 year,1,Practiced speaking in class;Practiced reading aloud,,,0,other,2007-09-20 10:04:30,2008-06-05 14:04:40,269;280;291;313;343;344;345;346;347;394;395;396;397;398;443;444
fs4,Male,1982,Spanish,Spanish,Spanish,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-10-05 09:05:02,2007-10-18 09:55:38,272;283;293;316
gq1,Male,1982,Turkish,Turkish;English,Turkish;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-10-05 09:05:03,2007-10-18 09:56:19,272;280;293;317
du7,Female,1980,Taiwanese,Chinese;Taiwanese,Chinese;Taiwanese,Chinese,more than 5 years,1,Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Chinese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,more than 5 years,0,Studied by myself,,,0,other,2007-10-05 09:05:03,2007-11-08 09:04:02,273;284;293;317
gb4,Female,1977,Chinese,Chinese;Japanese;English,Chinese;English;Japanese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud;Wrote paragrphs/essays,Japanese,1-2 years,1,Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays,,,0,other,2007-10-05 09:05:08,2009-06-08 11:29:21,280;293;313;343;344;345;346;347;389;390;391;528;534;535;536;537
co5,Female,1988,Korean,Korean,Korean,Korean,more than 5 years,1,Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in Korean,English,more than 5 years,1,Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,0,other,2007-10-05 09:05:12,2008-09-25 11:06:03,270;281;293;314;338;339;340;341;342;445;446;449;453;454
bj4,Female,1975,Turkish,Turkish,Turkish,,,,,,,,,,,,,2007-10-05 09:05:12,2007-10-05 09:07:54,269;283;293;313;347;363
fg0,Male,1985,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-10-05 09:05:12,2008-06-05 14:04:59,270;284;293;317;343;345;346;357;363;394;396;397;398
fw3,Female,1981,Thai,Thai;English,Thai,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2007-10-05 09:05:13,2007-10-18 09:51:07,281;293;314
aj6,Male,1983,Arabic,Arabic;English,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2007-10-05 09:05:17,2007-10-18 09:57:02,270;281;293;314
ea4,Male,1975,Korean,Korean;Farsi,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,German,1-2 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,Japanese,more than 5 years,0,Studied by myself,2007-10-05 09:05:23,2008-01-31 15:07:06,269;280;293;313;338;339;340;341;342;389;390;391;392;393
cw1,Female,1982,Korean,Korean;English,Korean;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,German,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes,,,0,other,2008-01-29 14:10:28,2008-06-05 14:04:51,343;344;347;355;356;394;395;396;397;398
br7,Female,1981,Chinese,Chinese,Chinese;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-01-29 14:10:33,2008-06-05 13:03:30,353;354;355;356;357;389;390;391;392;393
